Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Inside,Std_Error_Relative_Abundance_Inside,Aligned_Timestep,%
41,5,3327,0.8361052118569272,0,1,83.61052119
41,5,3328,0.8361050000000001,0,1,83.6105
51,6,3326,0.8361048845331804,0,1,83.61048845
51,6,3327,0.8361052118569272,0,1,83.61052119
51,6,3328,0.8361050000000001,0,1,83.6105
61,7,3326,0.8361048845331804,0,1,83.61048845
61,7,3327,0.8361052118569272,0,1,83.61052119
61,7,3328,0.8361050000000001,0,1,83.6105
71,8,3326,0.8361048845331804,0,1,83.61048845
71,8,3327,0.8361052118569272,0,1,83.61052119
71,8,3328,0.8361050000000001,0,1,83.6105
81,9,3326,0.8361048845331804,0,1,83.61048845
81,9,3327,0.8361052118569272,0,1,83.61052119
81,9,3328,0.8361050000000001,0,1,83.6105
91,10,3326,0.8361048845331804,0,1,83.61048845
91,10,3327,0.8361052118569272,0,1,83.61052119
91,10,3328,0.8361050000000001,0,1,83.6105
101,11,3326,0.8361048845331804,0,1,83.61048845
101,11,3327,0.8361052118569272,0,1,83.61052119
101,11,3328,0.8361050000000001,0,1,83.6105
111,12,3326,0.8361048845331804,0,1,83.61048845
111,12,3327,0.8361052118569272,0,1,83.61052119
111,12,3328,0.8361050000000001,0,1,83.6105
121,13,3326,0.8361048845331804,0,1,83.61048845
121,13,3327,0.8361052118569272,0,1,83.61052119
121,13,3328,0.8361050000000001,0,1,83.6105
131,14,3326,0.8361048845331804,0,1,83.61048845
131,14,3327,0.8361052118569272,0,1,83.61052119
131,14,3328,0.8361050000000001,0,1,83.6105
141,15,3326,0.8361048845331804,0,1,83.61048845
141,15,3327,0.8361052118569272,0,1,83.61052119
141,15,3328,0.8361050000000001,0,1,83.6105
151,16,3326,0.8361048845331804,0,1,83.61048845
151,16,3327,0.8361052118569272,0,1,83.61052119
151,16,3328,0.8361050000000001,0,1,83.6105
161,17,3326,0.8361048845331804,0,1,83.61048845
161,17,3327,0.8361052118569272,0,1,83.61052119
161,17,3328,0.8361050000000001,0,1,83.6105
2,1,3326,0.6990729181813942,0,2,69.90729182
2,1,3327,0.6990729073806609,0,2,69.90729074
2,1,3328,0.36392166666666664,0.000223616,2,36.39216667
12,2,3326,0.6990729181813942,0,2,69.90729182
12,2,3327,0.6990729073806609,0,2,69.90729074
12,2,3328,0.6990716666666666,0,2,69.90716667
22,3,3326,0.6990729181813942,0,2,69.90729182
22,3,3327,0.6990729073806609,0,2,69.90729074
22,3,3328,0.6990716666666666,0,2,69.90716667
32,4,3326,0.6990729181813942,0,2,69.90729182
32,4,3327,0.6990729073806609,0,2,69.90729074
32,4,3328,0.6990716666666666,0,2,69.90716667
42,5,3326,0.6990729181813942,0,2,69.90729182
42,5,3327,0.6990729073806609,0,2,69.90729074
42,5,3328,0.6990716666666666,0,2,69.90716667
52,6,3326,0.6990729181813942,0,2,69.90729182
52,6,3327,0.6990729073806609,0,2,69.90729074
52,6,3328,0.6990716666666666,0,2,69.90716667
62,7,3326,0.6990729181813942,0,2,69.90729182
62,7,3327,0.6990729073806609,0,2,69.90729074
62,7,3328,0.6990716666666666,0,2,69.90716667
72,8,3326,0.6990729181813942,0,2,69.90729182
72,8,3327,0.6990729073806609,0,2,69.90729074
72,8,3328,0.6990716666666666,0,2,69.90716667
82,9,3326,0.6990729181813942,0,2,69.90729182
82,9,3327,0.6990729073806609,0,2,69.90729074
82,9,3328,0.6990716666666666,0,2,69.90716667
92,10,3326,0.6990729181813942,0,2,69.90729182
92,10,3327,0.6990729073806609,0,2,69.90729074
92,10,3328,0.6990716666666666,0,2,69.90716667
102,11,3326,0.6990729181813942,0,2,69.90729182
102,11,3327,0.6990729073806609,0,2,69.90729074
102,11,3328,0.6990716666666666,0,2,69.90716667
112,12,3326,0.6990729181813942,0,2,69.90729182
112,12,3327,0.6990729073806609,0,2,69.90729074
112,12,3328,0.6990716666666666,0,2,69.90716667
122,13,3326,0.6990729181813942,0,2,69.90729182
122,13,3327,0.6990729073806609,0,2,69.90729074
122,13,3328,0.6990716666666666,0,2,69.90716667
132,14,3326,0.6990729181813942,0,2,69.90729182
132,14,3327,0.6990729073806609,0,2,69.90729074
132,14,3328,0.6990716666666666,0,2,69.90716667
142,15,3326,0.6990729181813942,0,2,69.90729182
142,15,3327,0.6990729073806609,0,2,69.90729074
142,15,3328,0.6990716666666666,0,2,69.90716667
152,16,3326,0.6990729181813942,0,2,69.90729182
152,16,3327,0.6990729073806609,0,2,69.90729074
152,16,3328,0.6990716666666666,0,2,69.90716667
162,17,3326,0.6990729181813942,0,2,69.90729182
162,17,3327,0.6990729073806609,0,2,69.90729074
162,17,3328,0.6990716666666666,0,2,69.90716667
3,1,3326,0.5844977872403472,0,3,58.44977872
3,1,3327,0.584499091,0,3,58.44990913
3,1,3328,0.015334666666666621,6.301543020915441e-05,3,1.533466667
13,2,3326,0.5844977872403472,0,3,58.44977872
13,2,3327,0.584499091,0,3,58.44990913
13,2,3328,0.011594,5.320975265662132e-05,3,1.1594
23,3,3326,0.5844977872403472,0,3,58.44977872
23,3,3327,0.584499091,0,3,58.44990913
23,3,3328,0.22558499999999998,0.000174793,3,22.5585
33,4,3326,0.5844977872403472,0,3,58.44977872
33,4,3327,0.584499091,0,3,58.44990913
33,4,3328,0.5844983333333333,0,3,58.44983333
43,5,3326,0.5844977872403472,0,3,58.44977872
43,5,3327,0.584499091,0,3,58.44990913
43,5,3328,0.5810583333333333,1.5872757934396228e-05,3,58.10583333
53,6,3326,0.5844977872403472,0,3,58.44977872
53,6,3327,0.584499091,0,3,58.44990913
53,6,3328,0.5844983333333333,0,3,58.44983333
63,7,3326,0.5844977872403472,0,3,58.44977872
63,7,3327,0.584499091,0,3,58.44990913
63,7,3328,0.2867996666666667,0.000118761,3,28.67996667
73,8,3326,0.5844977872403472,0,3,58.44977872
73,8,3327,0.584499091,0,3,58.44990913
73,8,3328,0.5844983333333333,0,3,58.44983333
83,9,3326,0.5844977872403472,0,3,58.44977872
83,9,3327,0.584499091,0,3,58.44990913
83,9,3328,0.5844983333333333,0,3,58.44983333
93,10,3326,0.5844977872403472,0,3,58.44977872
93,10,3327,0.584499091,0,3,58.44990913
93,10,3328,0.5844983333333333,0,3,58.44983333
103,11,3326,0.5844977872403472,0,3,58.44977872
103,11,3327,0.584499091,0,3,58.44990913
103,11,3328,0.5844983333333333,0,3,58.44983333
113,12,3326,0.5844977872403472,0,3,58.44977872
113,12,3327,0.584499091,0,3,58.44990913
113,12,3328,0.5598986666666667,4.9719770268532656e-05,3,55.98986667
123,13,3326,0.5844977872403472,0,3,58.44977872
123,13,3327,0.584499091,0,3,58.44990913
123,13,3328,0.5844983333333333,0,3,58.44983333
133,14,3326,0.5844977872403472,0,3,58.44977872
133,14,3327,0.584499091,0,3,58.44990913
133,14,3328,0.5844983333333333,0,3,58.44983333
143,15,3326,0.5844977872403472,0,3,58.44977872
143,15,3327,0.584499091,0,3,58.44990913
143,15,3328,0.5844983333333333,0,3,58.44983333
153,16,3326,0.5844977872403472,0,3,58.44977872
153,16,3327,0.584499091,0,3,58.44990913
153,16,3328,0.5844983333333333,0,3,58.44983333
163,17,3326,0.5844977872403472,0,3,58.44977872
163,17,3327,0.584499091,0,3,58.44990913
163,17,3328,0.5844636666666666,1.4337208778445604e-06,3,58.44636667
4,1,3326,0.48870299086087743,0,4,48.87029909
4,1,3327,0.4887024810912405,0,4,48.87024811
4,1,3328,0.002629333,1.7413277182133997e-05,4,0.262933333
14,2,3326,0.48870299086087743,0,4,48.87029909
14,2,3327,0.4887024810912405,0,4,48.87024811
14,2,3328,0.001298333,1.3632070031119022e-05,4,0.129833333
24,3,3326,0.48870299086087743,0,4,48.87029909
24,3,3327,0.4887024810912405,0,4,48.87024811
24,3,3328,0.000675,8.530989261385364e-06,4,0.0675
34,4,3326,0.48870299086087743,0,4,48.87029909
34,4,3327,0.4887024810912405,0,4,48.87024811
34,4,3328,0.4887016666666666,0,4,48.87016667
44,5,3326,0.48870299086087743,0,4,48.87029909
44,5,3327,0.4887024810912405,0,4,48.87024811
44,5,3328,0.48869999999999997,5.270462766850171e-07,4,48.87
54,6,3326,0.48870299086087743,0,4,48.87029909
54,6,3327,0.4887024810912405,0,4,48.87024811
54,6,3328,0.4887016666666666,0,4,48.87016667
64,7,3326,0.48870299086087743,0,4,48.87029909
64,7,3327,0.4887024810912405,0,4,48.87024811
64,7,3328,0.053291999999999964,0.000125295,4,5.3292
74,8,3326,0.48870299086087743,0,4,48.87029909
74,8,3327,0.4887024810912405,0,4,48.87024811
74,8,3328,0.064941667,0.000122747,4,6.494166667
84,9,3326,0.48870299086087743,0,4,48.87029909
84,9,3327,0.4887024810912405,0,4,48.87024811
84,9,3328,0.4887016666666666,0,4,48.87016667
94,10,3326,0.48870299086087743,0,4,48.87029909
94,10,3327,0.4887024810912405,0,4,48.87024811
94,10,3328,0.4887016666666666,0,4,48.87016667
104,11,3326,0.48870299086087743,0,4,48.87029909
104,11,3327,0.4887024810912405,0,4,48.87024811
104,11,3328,0.4887016666666666,0,4,48.87016667
114,12,3326,0.48870299086087743,0,4,48.87029909
114,12,3327,0.4887024810912405,0,4,48.87024811
114,12,3328,0.1309333333333333,0.000171895,4,13.09333333
124,13,3326,0.48870299086087743,0,4,48.87029909
124,13,3327,0.4887024810912405,0,4,48.87024811
124,13,3328,0.25405433333333327,0.000104886,4,25.40543333
134,14,3326,0.48870299086087743,0,4,48.87029909
134,14,3327,0.4887024810912405,0,4,48.87024811
134,14,3328,0.4887016666666666,0,4,48.87016667
144,15,3326,0.48870299086087743,0,4,48.87029909
144,15,3327,0.4887024810912405,0,4,48.87024811
144,15,3328,0.4887016666666666,0,4,48.87016667
154,16,3326,0.48870299086087743,0,4,48.87029909
154,16,3327,0.4887024810912405,0,4,48.87024811
154,16,3328,0.488678,2.4381231397220932e-06,4,48.8678
164,17,3326,0.48870299086087743,0,4,48.87029909
164,17,3327,0.4887024810912405,0,4,48.87024811
164,17,3328,0.14085133333333327,0.000157295,4,14.08513333
5,1,3326,0.4086074018387992,0,5,40.86074018
5,1,3327,0.4086068299116425,0,5,40.86068299
5,1,3328,0.001196333,4.813176359401686e-06,5,0.119633333
15,2,3326,0.4086074018387992,0,5,40.86074018
15,2,3327,0.035632729,8.452448712528478e-05,5,3.563272878
15,2,3328,0.000483,8.602325267042633e-06,5,0.0483
25,3,3326,0.4086074018387992,0,5,40.86074018
25,3,3327,0.05195249,0.000105538,5,5.195248969
25,3,3328,3.5999999999999994e-05,3.144660377352202e-06,5,0.0036
35,4,3326,0.4086074018387992,0,5,40.86074018
35,4,3327,0.4086068299116425,0,5,40.86068299
35,4,3328,0.4086066666666667,0,5,40.86066667
45,5,3326,0.4086074018387992,0,5,40.86074018
45,5,3327,0.4086068299116425,0,5,40.86068299
45,5,3328,0.4086066666666667,0,5,40.86066667
55,6,3326,0.4086074018387992,0,5,40.86074018
55,6,3327,0.4086068299116425,0,5,40.86068299
55,6,3328,0.4086066666666667,0,5,40.86066667
65,7,3326,0.4086074018387992,0,5,40.86074018
65,7,3327,0.4086068299116425,0,5,40.86068299
65,7,3328,0.020103333333333282,5.025766939814152e-05,5,2.010333333
75,8,3326,0.4086074018387992,0,5,40.86074018
75,8,3327,0.4086068299116425,0,5,40.86068299
75,8,3328,0.004349667,2.547002595644987e-05,5,0.434966667
85,9,3326,0.4086074018387992,0,5,40.86074018
85,9,3327,0.4086068299116425,0,5,40.86068299
85,9,3328,0.4086066666666667,0,5,40.86066667
95,10,3326,0.4086074018387992,0,5,40.86074018
95,10,3327,0.4086068299116425,0,5,40.86068299
95,10,3328,0.4086066666666667,0,5,40.86066667
105,11,3326,0.4086074018387992,0,5,40.86074018
105,11,3327,0.4086068299116425,0,5,40.86068299
105,11,3328,0.4086066666666667,0,5,40.86066667
115,12,3326,0.4086074018387992,0,5,40.86074018
115,12,3327,0.4086068299116425,0,5,40.86068299
115,12,3328,0.04683,9.525987846120592e-05,5,4.683
125,13,3326,0.4086074018387992,0,5,40.86074018
125,13,3327,0.4086068299116425,0,5,40.86068299
125,13,3328,0.042737667,8.502058574252012e-05,5,4.273766667
135,14,3326,0.4086074018387992,0,5,40.86074018
135,14,3327,0.4086068299116425,0,5,40.86068299
135,14,3328,0.4086066666666667,0,5,40.86066667
145,15,3326,0.4086074018387992,0,5,40.86074018
145,15,3327,0.4086068299116425,0,5,40.86068299
145,15,3328,0.4086066666666667,0,5,40.86066667
155,16,3326,0.4086074018387992,0,5,40.86074018
155,16,3327,0.4086068299116425,0,5,40.86068299
155,16,3328,0.4078419999999999,1.5378556499216772e-05,5,40.7842
165,17,3326,0.4086074018387992,0,5,40.86074018
165,17,3327,0.4086068299116425,0,5,40.86068299
165,17,3328,0.034654667,6.772165253612081e-05,5,3.465466667
6,1,3326,0.3416388414083742,0,6,34.16388414
6,1,3327,0.3416387924593654,0,6,34.16387925
6,1,3328,0.000967333,1.24230967690626e-05,6,0.096733333
16,2,3326,0.3416388414083742,0,6,34.16388414
16,2,3327,0.000787324,2.705688915408102e-06,6,0.078732378
16,2,3328,0.000255333,2.8087165910657052e-06,6,0.025533333
26,3,3326,0.3416388414083742,0,6,34.16388414
26,3,3327,0.000584387,8.617855417543315e-06,6,0.058438697
26,3,3328,7.666666666666667e-06,1.3540064007726599e-06,6,0.000766667
36,4,3326,0.3416388414083742,0,6,34.16388414
36,4,3327,0.3416387924593654,0,6,34.16387925
36,4,3328,0.33290166666666665,3.496823955788755e-05,6,33.29016667
46,5,3326,0.3416388414083742,0,6,34.16388414
46,5,3327,0.3416387924593654,0,6,34.16387925
46,5,3328,0.3416383333333333,0,6,34.16383333
56,6,3326,0.3416388414083742,0,6,34.16388414
56,6,3327,0.3416387924593654,0,6,34.16387925
56,6,3328,0.3416383333333333,0,6,34.16383333
66,7,3326,0.3416388414083742,0,6,34.16388414
66,7,3327,0.3416387924593654,0,6,34.16387925
66,7,3328,0.011398333,4.264517687982479e-05,6,1.139833333
76,8,3326,0.3416388414083742,0,6,34.16388414
76,8,3327,0.3416387924593654,0,6,34.16387925
76,8,3328,0.001019667,1.2183777921676933e-05,6,0.101966667
86,9,3326,0.3416388414083742,0,6,34.16388414
86,9,3327,0.3416387924593654,0,6,34.16387925
86,9,3328,0.3416383333333333,0,6,34.16383333
96,10,3326,0.3416388414083742,0,6,34.16388414
96,10,3327,0.3416387924593654,0,6,34.16387925
96,10,3328,0.3416383333333333,0,6,34.16383333
106,11,3326,0.3416388414083742,0,6,34.16388414
106,11,3327,0.3416387924593654,0,6,34.16387925
106,11,3328,0.3416383333333333,0,6,34.16383333
116,12,3326,0.3416388414083742,0,6,34.16388414
116,12,3327,0.3416387924593654,0,6,34.16387925
116,12,3328,0.027937667,7.067256264712432e-05,6,2.793766667
126,13,3326,0.3416388414083742,0,6,34.16388414
126,13,3327,0.3416387924593654,0,6,34.16387925
126,13,3328,0.013689333,5.673182528352263e-05,6,1.368933333
136,14,3326,0.3416388414083742,0,6,34.16388414
136,14,3327,0.3416387924593654,0,6,34.16387925
136,14,3328,0.052660333,8.66208212075332e-05,6,5.266033333
146,15,3326,0.3416388414083742,0,6,34.16388414
146,15,3327,0.3416387924593654,0,6,34.16387925
146,15,3328,0.33184366666666665,6.513532920858963e-05,6,33.18436667
156,16,3326,0.3416388414083742,0,6,34.16388414
156,16,3327,0.3416387924593654,0,6,34.16387925
156,16,3328,0.3409483333333333,9.817784316697527e-06,6,34.09483333
166,17,3326,0.3416388414083742,0,6,34.16388414
166,17,3327,0.3416387924593654,0,6,34.16387925
166,17,3328,0.019426,5.599503946283315e-05,6,1.9426
7,1,3326,0.2856462822071077,0,7,28.56462822
7,1,3327,0.2856457731304113,0,7,28.56457731
7,1,3328,0.001387,2.055750741483368e-05,7,0.1387
17,2,3326,0.2856462822071077,0,7,28.56462822
17,2,3327,0.000107685,4.198098833147104e-06,7,0.010768529
17,2,3328,0.000182667,7.828012377216977e-06,7,0.018266667
27,3,3326,0.2856462822071077,0,7,28.56462822
27,3,3327,8.34838522024972e-05,2.8606760475114398e-06,7,0.008348385
27,3,3328,2e-06,8.164965809277261e-07,7,0.0002
37,4,3326,0.2856462822071077,0,7,28.56462822
37,4,3327,0.004117797,1.9101164190310726e-05,7,0.41177966
37,4,3328,0.2705023333333333,3.721409529852564e-05,7,27.05023333
47,5,3326,0.2856462822071077,0,7,28.56462822
47,5,3327,0.2856457731304113,0,7,28.56457731
47,5,3328,0.285645,0,7,28.5645
57,6,3326,0.2856462822071077,0,7,28.56462822
57,6,3327,0.2856457731304113,0,7,28.56457731
57,6,3328,0.285645,0,7,28.5645
67,7,3326,0.2856462822071077,0,7,28.56462822
67,7,3327,0.26556168979309985,3.697408208355973e-05,7,26.55616898
67,7,3328,0.009479667,1.9086062395831916e-05,7,0.947966667
77,8,3326,0.2856462822071077,0,7,28.56462822
77,8,3327,0.2855651756879924,2.181113632891946e-06,7,28.55651757
77,8,3328,0.0005,1.2703892666771256e-05,7,0.05
87,9,3326,0.2856462822071077,0,7,28.56462822
87,9,3327,0.2856457731304113,0,7,28.56457731
87,9,3328,0.009958,4.078875117261465e-05,7,0.9958
97,10,3326,0.2856462822071077,0,7,28.56462822
97,10,3327,0.2856457731304113,0,7,28.56457731
97,10,3328,0.083379667,8.386397716937709e-05,7,8.337966667
107,11,3326,0.2856462822071077,0,7,28.56462822
107,11,3327,0.2856457731304113,0,7,28.56457731
107,11,3328,0.285645,0,7,28.5645
117,12,3326,0.2856462822071077,0,7,28.56462822
117,12,3327,0.2856457731304113,0,7,28.56457731
117,12,3328,0.024465333,4.048113415188526e-05,7,2.446533333
127,13,3326,0.2856462822071077,0,7,28.56462822
127,13,3327,0.2856457731304113,0,7,28.56457731
127,13,3328,0.006769,3.621540494810635e-05,7,0.6769
137,14,3326,0.2856462822071077,0,7,28.56462822
137,14,3327,0.2856457731304113,0,7,28.56457731
137,14,3328,0.001023333,8.866290718841925e-06,7,0.102333333
147,15,3326,0.2856462822071077,0,7,28.56462822
147,15,3327,0.2856457731304113,0,7,28.56457731
147,15,3328,0.072372667,0.00011646,7,7.237266667
157,16,3326,0.2856462822071077,0,7,28.56462822
157,16,3327,0.2856457731304113,0,7,28.56457731
157,16,3328,0.2819123333333334,3.5969122560584004e-05,7,28.19123333
167,17,3326,0.2856462822071077,0,7,28.56462822
167,17,3327,0.2856457731304113,0,7,28.56457731
167,17,3328,0.016724,2.5930462566045638e-05,7,1.6724
8,1,3326,0.23882988501332042,0,8,23.8829885
8,1,3327,0.2388304267556865,0,8,23.88304268
8,1,3328,0.001539333,1.1955937622980049e-05,8,0.153933333
18,2,3326,0.23882988501332042,0,8,23.8829885
18,2,3327,4.5738493493921334e-05,3.7053329236730316e-06,8,0.004573849
18,2,3328,0.000168,5.901977069869326e-06,8,0.0168
28,3,3326,0.23882988501332042,0,8,23.8829885
28,3,3327,1.7540490223397013e-05,1.8037926102660627e-06,8,0.001754049
28,3,3328,1.6666666666666667e-06,7.453559924999299e-07,8,0.000166667
38,4,3326,0.23882988501332042,0,8,23.8829885
38,4,3327,0.000418973,7.90163988009856e-06,8,0.041897348
38,4,3328,0.14740133333333327,6.43997929603226e-05,8,14.74013333
48,5,3326,0.23882988501332042,0,8,23.8829885
48,5,3327,0.2388304267556865,0,8,23.88304268
48,5,3328,0.22136499999999995,9.372240334567014e-05,8,22.1365
58,6,3326,0.23882988501332042,0,8,23.8829885
58,6,3327,0.2388304267556865,0,8,23.88304268
58,6,3328,0.23883000000000001,0,8,23.883
68,7,3326,0.23882988501332042,0,8,23.8829885
68,7,3327,0.23149694762165382,3.3477096760540035e-05,8,23.14969476
68,7,3328,0.011227,4.18940462489765e-05,8,1.1227
78,8,3326,0.23882988501332042,0,8,23.8829885
78,8,3327,0.18396954615646782,0.000108902,8,18.39695462
78,8,3328,0.000336,8.605553762278433e-06,8,0.0336
88,9,3326,0.23882988501332042,0,8,23.8829885
88,9,3327,0.2388304267556865,0,8,23.88304268
88,9,3328,0.003212,2.5096480496955655e-05,8,0.3212
98,10,3326,0.23882988501332042,0,8,23.8829885
98,10,3327,0.2388304267556865,0,8,23.88304268
98,10,3328,0.027580333333333318,8.685300480952386e-05,8,2.758033333
108,11,3326,0.23882988501332042,0,8,23.8829885
108,11,3327,0.2388304267556865,0,8,23.88304268
108,11,3328,0.23883000000000001,0,8,23.883
118,12,3326,0.23882988501332042,0,8,23.8829885
118,12,3327,0.2388304267556865,0,8,23.88304268
118,12,3328,0.020758,6.387792176401089e-05,8,2.0758
128,13,3326,0.23882988501332042,0,8,23.8829885
128,13,3327,0.2388304267556865,0,8,23.88304268
128,13,3328,0.004512333,3.898218966543207e-05,8,0.451233333
138,14,3326,0.23882988501332042,0,8,23.8829885
138,14,3327,0.1710706248966165,0.000157829,8,17.10706249
138,14,3328,0.000437,5.6371781751060664e-06,8,0.0437
148,15,3326,0.23882988501332042,0,8,23.8829885
148,15,3327,0.2388304267556865,0,8,23.88304268
148,15,3328,0.022019333,7.231605016253128e-05,8,2.201933333
158,16,3326,0.23882988501332042,0,8,23.8829885
158,16,3327,0.2388304267556865,0,8,23.88304268
158,16,3328,0.22600299999999995,2.0523699038472472e-05,8,22.6003
9,1,3326,0.1996874974278212,0,9,19.96874974
9,1,3327,0.1996873796172842,0,9,19.96873796
9,1,3328,0.002715667,2.1321611362914952e-05,9,0.271566667
19,2,3326,0.1996874974278212,0,9,19.96874974
19,2,3327,0.001011576,1.3912006863278578e-05,9,0.101157561
19,2,3328,0.000671,9.95266575122788e-06,9,0.0671
29,3,3326,0.1996874974278212,0,9,19.96874974
29,3,3327,5.9948510890091055e-06,7.52945523802919e-07,9,0.000599485
29,3,3328,1.0000000000000002e-06,6.666666666666667e-07,9,0.0001
39,4,3326,0.1996874974278212,0,9,19.96874974
39,4,3327,0.000135661,4.831418159058418e-06,9,0.013566126
39,4,3328,4.966666666666666e-05,1.5275252316519472e-06,9,0.004966667
49,5,3326,0.1996874974278212,0,9,19.96874974
49,5,3327,0.1996873796172842,0,9,19.96873796
49,5,3328,0.11697733333333331,0.000114938,9,11.69773333
59,6,3326,0.1996874974278212,0,9,19.96874974
59,6,3327,0.1996873796172842,0,9,19.96873796
59,6,3328,0.1996866666666666,0,9,19.96866667
69,7,3326,0.1996874974278212,0,9,19.96874974
69,7,3327,0.1838902809031798,2.8982556226520915e-05,9,18.38902809
69,7,3328,0.01226,5.074172072587853e-05,9,1.226
79,8,3326,0.1996874974278212,0,9,19.96874974
79,8,3327,0.11594552678643781,5.878239986818787e-05,9,11.59455268
79,8,3328,0.002091,1.7357355149261243e-05,9,0.2091
89,9,3326,0.1996874974278212,0,9,19.96874974
89,9,3327,0.1996873796172842,0,9,19.96873796
89,9,3328,0.002068,3.069292354200156e-05,9,0.2068
99,10,3326,0.1996874974278212,0,9,19.96874974
99,10,3327,0.17474990924461542,3.172021614410849e-05,9,17.47499092
99,10,3328,0.00959,4.6028372892287524e-05,9,0.959
109,11,3326,0.1996874974278212,0,9,19.96874974
109,11,3327,0.1996873796172842,0,9,19.96873796
109,11,3328,0.19965033333333332,8.164965809261347e-07,9,19.96503333
119,12,3326,0.1996874974278212,0,9,19.96874974
119,12,3327,0.1996871575857624,2.2203152180086393e-07,9,19.96871576
119,12,3328,0.016931333,3.102597478100049e-05,9,1.693133333
129,13,3326,0.1996874974278212,0,9,19.96874974
129,13,3327,0.1996873796172842,0,9,19.96873796
129,13,3328,0.004108333,5.042871756803342e-05,9,0.410833333
139,14,3326,0.1996874974278212,0,9,19.96874974
139,14,3327,0.025367545430424698,6.963671007722827e-05,9,2.536754543
139,14,3328,0.00025,6.603870918720498e-06,9,0.025
149,15,3326,0.1996874974278212,0,9,19.96874974
149,15,3327,0.1996873796172842,0,9,19.96873796
149,15,3328,0.010608333,5.1666666666679106e-05,9,1.060833333
159,16,3326,0.1996874974278212,0,9,19.96874974
159,16,3327,0.1996873796172842,0,9,19.96873796
159,16,3328,0.11696033333333329,5.957581537652295e-05,9,11.69603333
10,1,3326,0.1669597807269045,0,10,16.69597807
10,1,3327,0.1669599333017308,0,10,16.69599333
10,1,3328,0.002853667,1.3676825492609963e-05,10,0.285366667
20,2,3326,0.1669597807269045,0,10,16.69597807
20,2,3327,0.002167028,1.4264553315637214e-05,10,0.216702765
20,2,3328,0.001725333,1.3253930234706015e-05,10,0.172533333
30,3,3326,0.1669597807269045,0,10,16.69597807
30,3,3327,4.1297863057618287e-05,1.9035237734126414e-06,10,0.004129786
30,3,3328,1.1333333333333334e-05,1.855921454276674e-06,10,0.001133333
40,4,3326,0.1669597807269045,0,10,16.69597807
40,4,3327,6.039257393372137e-05,4.0425593253867804e-06,10,0.006039257
40,4,3328,3.033333333333333e-05,1.4337208778404375e-06,10,0.003033333
50,5,3326,0.1669597807269045,0,10,16.69597807
50,5,3327,0.061868417459226645,4.387243989518712e-05,10,6.186841746
50,5,3328,0.045973,6.955493432451922e-05,10,4.5973
60,6,3326,0.1669597807269045,0,10,16.69597807
60,6,3327,0.1669599333017308,0,10,16.69599333
60,6,3328,0.16696,0,10,16.696
70,7,3326,0.1669597807269045,0,10,16.69597807
70,7,3327,0.1518260427432882,3.8826006638145956e-05,10,15.18260427
70,7,3328,0.058835667,0.000112705,10,5.883566667
80,8,3326,0.1669597807269045,0,10,16.69597807
80,8,3327,0.12188775640477674,9.180634262025142e-05,10,12.18877564
